1	125977
1	126427
1	128238
1	129025
1	130688
1	131023
1	131697
1	134965
1	136662
1	139036
1	140776
1	140964
1	913018
1	918196
1	919360
1	922288
1	922434
1	925020
1	931207
1	934002
1	941088
1	943227
1	946286
1	948668
1	948887
1	949522
1	950390
1	951729
1	953264
1	958088
1	963799
1	964965
1	965716
1	965968
1	966370
1	967689
1	967865
1	968728
1	972489
1	974219
1	3538600
1	3540392
1	3541277
1	3545929
1	3551813
1	3552393
1	3556739
1	3558683
1	3565507
2	3578331
2	3580036
2	3581083
2	3584718
2	3588673
2	3593053
2	3594334
2	3597365
2	3599443
2	3602822
3	4819110
3	4819705
3	4820344
3	4823481
3	4826788
3	4826941
3	4827685
3	4827746
3	4827800
3	4830766
3	4831344
3	4831724
3	4833787
3	4834364
3	4835588
4	9247821
4	9249541
4	9260861
2	11799490
2	11803927
2	11805465
2	11809065
2	11814776
2	11818517
2	11818962
2	11820680
2	11823502
2	11825015
2	11827467
2	11834825
2	11837398
2	11840204
2	11843573
2	11851475
2	11854959
2	11856595
2	11857802
3	12594088
3	12594108
3	12594113
4	12627456
4	12628878
4	12637803
4	12639582
4	12643938
4	12645404
4	12650142
4	12655141
4	12658275
4	12659318
4	12663163
4	12673872
4	12674830
4	12675386
4	12676980
4	12677930
5	13308369
5	13310812
5	13313355
5	13314586
5	13316857
5	13317161
5	13318113
5	13320364
5	13321502
5	13323248
5	13323460
6	13330190
7	15179408
7	15179419
7	15191132
7	15206307
7	15214781
7	15226501
7	15235270
7	15241529
7	15250292
7	15257025
7	15264088
7	15273129
7	15273183
7	15285098
8	17443103
8	17443351
8	17443693
8	17445037
8	17447892
8	17449938
8	17454643
8	17454800
8	17456564
8	17458679
8	17461091
8	17462113
8	17463394
8	17463552
8	17472001
8	17480711
8	17487017
8	17494555
8	17500900
8	17501230
8	17507236
8	17509301
8	17511890
9	17530951
9	17533033
9	17536643
9	17539788
9	17540926
9	17541185
9	17544567
9	17546142
9	17548121
9	17549034
9	17551180
9	17551449
9	17555969
9	17556425
9	17559578
9	17560789
9	17561448
9	17563543
